farm_id,theta_deg,risk_score,country,group,evidence
129,80.0,138951.4,United Kingdom,Europe (direction data),radar
129,90.0,216426.34,United Kingdom,Europe (direction data),radar
129,100.0,297276.87,United Kingdom,Europe (direction data),radar
129,110.0,371751.23,United Kingdom,Europe (direction data),radar
129,120.0,430866.72,United Kingdom,Europe (direction data),radar
129,130.0,467493.13,United Kingdom,Europe (direction data),radar
129,140.0,477212.78,United Kingdom,Europe (direction data),radar
129,150.0,458853.33,United Kingdom,Europe (direction data),radar
129,160.0,414629.21,United Kingdom,Europe (direction data),radar
129,170.0,349874.5,United Kingdom,Europe (direction data),radar
129,0.0,272399.56,United Kingdom,Europe (direction data),radar
130,0.0,93.51,Vietnam,East Asia,coarse-flyway
130,10.0,76.92,Vietnam,East Asia,coarse-flyway
130,20.0,59.27,Vietnam,East Asia,coarse-flyway
130,30.0,42.68,Vietnam,East Asia,coarse-flyway
130,40.0,29.16,Vietnam,East Asia,coarse-flyway
130,50.0,20.33,Vietnam,East Asia,coarse-flyway
130,60.0,17.27,Vietnam,East Asia,coarse-flyway
130,70.0,20.33,Vietnam,East Asia,coarse-flyway
130,80.0,29.16,Vietnam,East Asia,coarse-flyway
130,90.0,42.68,Vietnam,East Asia,coarse-flyway
130,100.0,59.27,Vietnam,East Asia,coarse-flyway
130,110.0,76.92,Vietnam,East Asia,coarse-flyway
130,120.0,93.51,Vietnam,East Asia,coarse-flyway
130,130.0,107.03,Vietnam,East Asia,coarse-flyway
130,140.0,115.86,Vietnam,East Asia,coarse-flyway
130,150.0,118.93,Vietnam,East Asia,coarse-flyway
130,160.0,115.86,Vietnam,East Asia,coarse-flyway
130,170.0,107.03,Vietnam,East Asia,coarse-flyway
130,0.0,93.51,Vietnam,East Asia,coarse-flyway
131,0.0,93.51,China,East Asia,coarse-flyway
131,10.0,76.92,China,East Asia,coarse-flyway
131,20.0,59.27,China,East Asia,coarse-flyway
131,30.0,42.68,China,East Asia,coarse-flyway
131,40.0,29.16,China,East Asia,coarse-flyway
131,50.0,20.33,China,East Asia,coarse-flyway
131,60.0,17.27,China,East Asia,coarse-flyway
131,70.0,20.33,China,East Asia,coarse-flyway
131,80.0,29.16,China,East Asia,coarse-flyway
131,90.0,42.68,China,East Asia,coarse-flyway
131,100.0,59.27,China,East Asia,coarse-flyway
131,110.0,76.92,China,East Asia,coarse-flyway
131,120.0,93.51,China,East Asia,coarse-flyway
131,130.0,107.03,China,East Asia,coarse-flyway
131,140.0,115.86,China,East Asia,coarse-flyway
131,150.0,118.93,China,East Asia,coarse-flyway
131,160.0,115.86,China,East Asia,coarse-flyway
131,170.0,107.03,China,East Asia,coarse-flyway
131,0.0,93.51,China,East Asia,coarse-flyway
132,0.0,93.51,China,East Asia,coarse-flyway
132,10.0,76.92,China,East Asia,coarse-flyway
132,20.0,59.27,China,East Asia,coarse-flyway
132,30.0,42.68,China,East Asia,coarse-flyway
132,40.0,29.16,China,East Asia,coarse-flyway
132,50.0,20.33,China,East Asia,coarse-flyway
132,60.0,17.27,China,East Asia,coarse-flyway
132,70.0,20.33,China,East Asia,coarse-flyway
132,80.0,29.16,China,East Asia,coarse-flyway
132,90.0,42.68,China,East Asia,coarse-flyway
132,100.0,59.27,China,East Asia,coarse-flyway
132,110.0,76.92,China,East Asia,coarse-flyway
132,120.0,93.51,China,East Asia,coarse-flyway
132,130.0,107.03,China,East Asia,coarse-flyway
132,140.0,115.86,China,East Asia,coarse-flyway
132,150.0,118.93,China,East Asia,coarse-flyway
132,160.0,115.86,China,East Asia,coarse-flyway
132,170.0,107.03,China,East Asia,coarse-flyway
132,0.0,93.51,China,East Asia,coarse-flyway
133,0.0,93.51,Vietnam,East Asia,coarse-flyway
133,10.0,76.92,Vietnam,East Asia,coarse-flyway
133,20.0,59.27,Vietnam,East Asia,coarse-flyway
133,30.0,42.68,Vietnam,East Asia,coarse-flyway
133,40.0,29.16,Vietnam,East Asia,coarse-flyway
133,50.0,20.33,Vietnam,East Asia,coarse-flyway
133,60.0,17.27,Vietnam,East Asia,coarse-flyway
133,70.0,20.33,Vietnam,East Asia,coarse-flyway
133,80.0,29.16,Vietnam,East Asia,coarse-flyway
133,90.0,42.68,Vietnam,East Asia,coarse-flyway
133,100.0,59.27,Vietnam,East Asia,coarse-flyway
133,110.0,76.92,Vietnam,East Asia,coarse-flyway
133,120.0,93.51,Vietnam,East Asia,coarse-flyway
133,130.0,107.03,Vietnam,East Asia,coarse-flyway
133,140.0,115.86,Vietnam,East Asia,coarse-flyway
133,150.0,118.93,Vietnam,East Asia,coarse-flyway
133,160.0,115.86,Vietnam,East Asia,coarse-flyway
133,170.0,107.03,Vietnam,East Asia,coarse-flyway
133,0.0,93.51,Vietnam,East Asia,coarse-flyway
134,0.0,272399.56,Netherlands,Europe (direction data),radar
134,10.0,191549.03,Netherlands,Europe (direction data),radar
134,20.0,117074.67,Netherlands,Europe (direction data),radar
134,30.0,57959.18,Netherlands,Europe (direction data),radar
134,40.0,21332.77,Netherlands,Europe (direction data),radar
134,50.0,11613.12,Netherlands,Europe (direction data),radar
134,60.0,29972.57,Netherlands,Europe (direction data),radar
134,70.0,74196.69,Netherlands,Europe (direction data),radar
134,80.0,138951.4,Netherlands,Europe (direction data),radar
134,90.0,216426.34,Netherlands,Europe (direction data),radar
134,100.0,297276.87,Netherlands,Europe (direction data),radar
134,110.0,371751.23,Netherlands,Europe (direction data),radar
134,120.0,430866.72,Netherlands,Europe (direction data),radar
134,130.0,467493.13,Netherlands,Europe (direction data),radar
134,140.0,477212.78,Netherlands,Europe (direction data),radar
134,150.0,458853.33,Netherlands,Europe (direction data),radar
134,160.0,414629.21,Netherlands,Europe (direction data),radar
134,170.0,349874.5,Netherlands,Europe (direction data),radar
134,0.0,272399.56,Netherlands,Europe (direction data),radar
135,0.0,68.1,Japan,East Asia,coarse-flyway
135,10.0,50.71,Japan,East Asia,coarse-flyway
135,20.0,35.43,Japan,East Asia,coarse-flyway
135,30.0,24.08,Japan,East Asia,coarse-flyway
135,40.0,18.04,Japan,East Asia,coarse-flyway
135,50.0,18.04,Japan,East Asia,coarse-flyway
135,60.0,24.08,Japan,East Asia,coarse-flyway
135,70.0,35.43,Japan,East Asia,coarse-flyway
135,80.0,50.71,Japan,East Asia,coarse-flyway
135,90.0,68.1,Japan,East Asia,coarse-flyway
135,100.0,85.48,Japan,East Asia,coarse-flyway
135,110.0,100.77,Japan,East Asia,coarse-flyway
135,120.0,112.12,Japan,East Asia,coarse-flyway
135,130.0,118.15,Japan,East Asia,coarse-flyway
135,140.0,118.15,Japan,East Asia,coarse-flyway
135,150.0,112.12,Japan,East Asia,coarse-flyway
135,160.0,100.77,Japan,East Asia,coarse-flyway
135,170.0,85.48,Japan,East Asia,coarse-flyway
135,0.0,68.1,Japan,East Asia,coarse-flyway
136,0.0,54.33,Denmark,Europe (no direction data),radar
136,10.0,41.02,Denmark,Europe (no direction data),radar
136,20.0,28.04,Denmark,Europe (no direction data),radar
136,30.0,16.95,Denmark,Europe (no direction data),radar
136,40.0,9.1,Denmark,Europe (no direction data),radar
136,50.0,5.44,Denmark,Europe (no direction data),radar
136,60.0,6.39,Denmark,Europe (no direction data),radar
136,70.0,11.86,Denmark,Europe (no direction data),radar
136,80.0,21.17,Denmark,Europe (no direction data),radar
136,90.0,33.22,Denmark,Europe (no direction data),radar
136,100.0,46.53,Denmark,Europe (no direction data),radar
136,110.0,59.51,Denmark,Europe (no direction data),radar
136,120.0,70.59,Denmark,Europe (no direction data),radar
136,130.0,78.44,Denmark,Europe (no direction data),radar
136,140.0,82.11,Denmark,Europe (no direction data),radar
136,150.0,81.15,Denmark,Europe (no direction data),radar
136,160.0,75.69,Denmark,Europe (no direction data),radar
136,170.0,66.37,Denmark,Europe (no direction data),radar
136,0.0,54.33,Denmark,Europe (no direction data),radar
137,0.0,55.31,Germany,Europe (no direction data),radar
137,10.0,39.8,Germany,Europe (no direction data),radar
137,20.0,25.76,Germany,Europe (no direction data),radar
137,30.0,14.87,Germany,Europe (no direction data),radar
137,40.0,8.46,Germany,Europe (no direction data),radar
137,50.0,7.29,Germany,Europe (no direction data),radar
137,60.0,11.51,Germany,Europe (no direction data),radar
137,70.0,20.6,Germany,Europe (no direction data),radar
137,80.0,33.48,Germany,Europe (no direction data),radar
137,90.0,48.58,Germany,Europe (no direction data),radar
137,100.0,64.09,Germany,Europe (no direction data),radar
137,110.0,78.13,Germany,Europe (no direction data),radar
137,120.0,89.02,Germany,Europe (no direction data),radar
137,130.0,95.43,Germany,Europe (no direction data),radar
137,140.0,96.6,Germany,Europe (no direction data),radar
137,150.0,92.38,Germany,Europe (no direction data),radar
137,160.0,83.29,Germany,Europe (no direction data),radar
137,170.0,70.41,Germany,Europe (no direction data),radar
137,0.0,55.31,Germany,Europe (no direction data),radar
138,0.0,68.1,United States of America,Americas,coarse-flyway
138,10.0,50.71,United States of America,Americas,coarse-flyway
138,20.0,35.43,United States of America,Americas,coarse-flyway
138,30.0,24.08,United States of America,Americas,coarse-flyway
138,40.0,18.04,United States of America,Americas,coarse-flyway
138,50.0,18.04,United States of America,Americas,coarse-flyway
138,60.0,24.08,United States of America,Americas,coarse-flyway
138,70.0,35.43,United States of America,Americas,coarse-flyway
138,80.0,50.71,United States of America,Americas,coarse-flyway
138,90.0,68.1,United States of America,Americas,coarse-flyway
138,100.0,85.48,United States of America,Americas,coarse-flyway
138,110.0,100.77,United States of America,Americas,coarse-flyway
138,120.0,112.12,United States of America,Americas,coarse-flyway
138,130.0,118.15,United States of America,Americas,coarse-flyway
138,140.0,118.15,United States of America,Americas,coarse-flyway
138,150.0,112.12,United States of America,Americas,coarse-flyway
138,160.0,100.77,United States of America,Americas,coarse-flyway
138,170.0,85.48,United States of America,Americas,coarse-flyway
138,0.0,68.1,United States of America,Americas,coarse-flyway
139,0.0,68.1,South Korea,East Asia,coarse-flyway
139,10.0,50.71,South Korea,East Asia,coarse-flyway
139,20.0,35.43,South Korea,East Asia,coarse-flyway
139,30.0,24.08,South Korea,East Asia,coarse-flyway
139,40.0,18.04,South Korea,East Asia,coarse-flyway
139,50.0,18.04,South Korea,East Asia,coarse-flyway
139,60.0,24.08,South Korea,East Asia,coarse-flyway
139,70.0,35.43,South Korea,East Asia,coarse-flyway
139,80.0,50.71,South Korea,East Asia,coarse-flyway
139,90.0,68.1,South Korea,East Asia,coarse-flyway
139,100.0,85.48,South Korea,East Asia,coarse-flyway
139,110.0,100.77,South Korea,East Asia,coarse-flyway
139,120.0,112.12,South Korea,East Asia,coarse-flyway
139,130.0,118.15,South Korea,East Asia,coarse-flyway
139,140.0,118.15,South Korea,East Asia,coarse-flyway
139,150.0,112.12,South Korea,East Asia,coarse-flyway
139,160.0,100.77,South Korea,East Asia,coarse-flyway
139,170.0,85.48,South Korea,East Asia,coarse-flyway
139,0.0,68.1,South Korea,East Asia,coarse-flyway
140,0.0,272399.56,Denmark,Europe (direction data),radar
140,10.0,191549.03,Denmark,Europe (direction data),radar
140,20.0,117074.67,Denmark,Europe (direction data),radar
140,30.0,57959.18,Denmark,Europe (direction data),radar
140,40.0,21332.77,Denmark,Europe (direction data),radar
140,50.0,11613.12,Denmark,Europe (direction data),radar
140,60.0,29972.57,Denmark,Europe (direction data),radar
140,70.0,74196.69,Denmark,Europe (direction data),radar
140,80.0,138951.4,Denmark,Europe (direction data),radar
140,90.0,216426.34,Denmark,Europe (direction data),radar
140,100.0,297276.87,Denmark,Europe (direction data),radar
140,110.0,371751.23,Denmark,Europe (direction data),radar
140,120.0,430866.72,Denmark,Europe (direction data),radar
140,130.0,467493.13,Denmark,Europe (direction data),radar
140,140.0,477212.78,Denmark,Europe (direction data),radar
140,150.0,458853.33,Denmark,Europe (direction data),radar
140,160.0,414629.21,Denmark,Europe (direction data),radar
140,170.0,349874.5,Denmark,Europe (direction data),radar
140,0.0,272399.56,Denmark,Europe (direction data),radar
141,0.0,93.51,Vietnam,East Asia,coarse-flyway
141,10.0,76.92,Vietnam,East Asia,coarse-flyway
141,20.0,59.27,Vietnam,East Asia,coarse-flyway
141,30.0,42.68,Vietnam,East Asia,coarse-flyway
141,40.0,29.16,Vietnam,East Asia,coarse-flyway
141,50.0,20.33,Vietnam,East Asia,coarse-flyway
141,60.0,17.27,Vietnam,East Asia,coarse-flyway
141,70.0,20.33,Vietnam,East Asia,coarse-flyway
141,80.0,29.16,Vietnam,East Asia,coarse-flyway
141,90.0,42.68,Vietnam,East Asia,coarse-flyway
141,100.0,59.27,Vietnam,East Asia,coarse-flyway
141,110.0,76.92,Vietnam,East Asia,coarse-flyway
141,120.0,93.51,Vietnam,East Asia,coarse-flyway
141,130.0,107.03,Vietnam,East Asia,coarse-flyway
141,140.0,115.86,Vietnam,East Asia,coarse-flyway
141,150.0,118.93,Vietnam,East Asia,coarse-flyway
141,160.0,115.86,Vietnam,East Asia,coarse-flyway
141,170.0,107.03,Vietnam,East Asia,coarse-flyway
141,0.0,93.51,Vietnam,East Asia,coarse-flyway
142,0.0,11.36,Germany,Europe (direction data),radar
142,10.0,3.22,Germany,Europe (direction data),radar
142,20.0,0.03,Germany,Europe (direction data),radar
142,30.0,2.16,Germany,Europe (direction data),radar
142,40.0,9.38,Germany,Europe (direction data),radar
142,50.0,20.79,Germany,Europe (direction data),radar
142,60.0,35.03,Germany,Europe (direction data),radar
142,70.0,50.38,Germany,Europe (direction data),radar
142,80.0,64.99,Germany,Europe (direction data),radar
142,90.0,77.1,Germany,Europe (direction data),radar
142,100.0,85.24,Germany,Europe (direction data),radar
142,110.0,88.43,Germany,Europe (direction data),radar
142,120.0,86.29,Germany,Europe (direction data),radar
142,130.0,79.08,Germany,Europe (direction data),radar
142,140.0,67.67,Germany,Europe (direction data),radar
142,150.0,53.42,Germany,Europe (direction data),radar
142,160.0,38.07,Germany,Europe (direction data),radar
142,170.0,23.46,Germany,Europe (direction data),radar
142,0.0,11.36,Germany,Europe (direction data),radar
143,0.0,93.51,Vietnam,East Asia,coarse-flyway
143,10.0,76.92,Vietnam,East Asia,coarse-flyway
143,20.0,59.27,Vietnam,East Asia,coarse-flyway
143,30.0,42.68,Vietnam,East Asia,coarse-flyway
143,40.0,29.16,Vietnam,East Asia,coarse-flyway
143,50.0,20.33,Vietnam,East Asia,coarse-flyway
143,60.0,17.27,Vietnam,East Asia,coarse-flyway
143,70.0,20.33,Vietnam,East Asia,coarse-flyway
143,80.0,29.16,Vietnam,East Asia,coarse-flyway
143,90.0,42.68,Vietnam,East Asia,coarse-flyway
143,100.0,59.27,Vietnam,East Asia,coarse-flyway
143,110.0,76.92,Vietnam,East Asia,coarse-flyway
143,120.0,93.51,Vietnam,East Asia,coarse-flyway
143,130.0,107.03,Vietnam,East Asia,coarse-flyway
143,140.0,115.86,Vietnam,East Asia,coarse-flyway
143,150.0,118.93,Vietnam,East Asia,coarse-flyway
143,160.0,115.86,Vietnam,East Asia,coarse-flyway
143,170.0,107.03,Vietnam,East Asia,coarse-flyway
143,0.0,93.51,Vietnam,East Asia,coarse-flyway
144,0.0,52.25,Sweden,Europe (no direction data),radar
144,10.0,35.13,Sweden,Europe (no direction data),radar
144,20.0,21.06,Sweden,Europe (no direction data),radar
144,30.0,11.74,Sweden,Europe (no direction data),radar
144,40.0,8.28,Sweden,Europe (no direction data),radar
144,50.0,11.12,Sweden,Europe (no direction data),radar
144,60.0,19.89,Sweden,Europe (no direction data),radar
144,70.0,33.56,Sweden,Europe (no direction data),radar
144,80.0,50.46,Sweden,Europe (no direction data),radar
144,90.0,68.56,Sweden,Europe (no direction data),radar
144,100.0,85.68,Sweden,Europe (no direction data),radar
144,110.0,99.75,Sweden,Europe (no direction data),radar
144,120.0,109.08,Sweden,Europe (no direction data),radar
144,130.0,112.53,Sweden,Europe (no direction data),radar
144,140.0,109.7,Sweden,Europe (no direction data),radar
144,150.0,100.92,Sweden,Europe (no direction data),radar
144,160.0,87.26,Sweden,Europe (no direction data),radar
144,170.0,70.36,Sweden,Europe (no direction data),radar
144,0.0,52.25,Sweden,Europe (no direction data),radar
145,0.0,68.1,Japan,East Asia,coarse-flyway
145,10.0,50.71,Japan,East Asia,coarse-flyway
145,20.0,35.43,Japan,East Asia,coarse-flyway
145,30.0,24.08,Japan,East Asia,coarse-flyway
145,40.0,18.04,Japan,East Asia,coarse-flyway
145,50.0,18.04,Japan,East Asia,coarse-flyway
145,60.0,24.08,Japan,East Asia,coarse-flyway
145,70.0,35.43,Japan,East Asia,coarse-flyway
145,80.0,50.71,Japan,East Asia,coarse-flyway
145,90.0,68.1,Japan,East Asia,coarse-flyway
145,100.0,85.48,Japan,East Asia,coarse-flyway
145,110.0,100.77,Japan,East Asia,coarse-flyway
145,120.0,112.12,Japan,East Asia,coarse-flyway
145,130.0,118.15,Japan,East Asia,coarse-flyway
145,140.0,118.15,Japan,East Asia,coarse-flyway
145,150.0,112.12,Japan,East Asia,coarse-flyway
145,160.0,100.77,Japan,East Asia,coarse-flyway
145,170.0,85.48,Japan,East Asia,coarse-flyway
145,0.0,68.1,Japan,East Asia,coarse-flyway
146,0.0,68.1,United States of America,Americas,coarse-flyway
146,10.0,50.71,United States of America,Americas,coarse-flyway
146,20.0,35.43,United States of America,Americas,coarse-flyway
146,30.0,24.08,United States of America,Americas,coarse-flyway
146,40.0,18.04,United States of America,Americas,coarse-flyway
146,50.0,18.04,United States of America,Americas,coarse-flyway
146,60.0,24.08,United States of America,Americas,coarse-flyway
146,70.0,35.43,United States of America,Americas,coarse-flyway
146,80.0,50.71,United States of America,Americas,coarse-flyway
146,90.0,68.1,United States of America,Americas,coarse-flyway
146,100.0,85.48,United States of America,Americas,coarse-flyway
146,110.0,100.77,United States of America,Americas,coarse-flyway
146,120.0,112.12,United States of America,Americas,coarse-flyway
146,130.0,118.15,United States of America,Americas,coarse-flyway
146,140.0,118.15,United States of America,Americas,coarse-flyway
146,150.0,112.12,United States of America,Americas,coarse-flyway
146,160.0,100.77,United States of America,Americas,coarse-flyway
146,170.0,85.48,United States of America,Americas,coarse-flyway
146,0.0,68.1,United States of America,Americas,coarse-flyway
147,0.0,93.51,China,East Asia,coarse-flyway
147,10.0,76.92,China,East Asia,coarse-flyway
147,20.0,59.27,China,East Asia,coarse-flyway
147,30.0,42.68,China,East Asia,coarse-flyway
147,40.0,29.16,China,East Asia,coarse-flyway
147,50.0,20.33,China,East Asia,coarse-flyway
147,60.0,17.27,China,East Asia,coarse-flyway
147,70.0,20.33,China,East Asia,coarse-flyway
147,80.0,29.16,China,East Asia,coarse-flyway
147,90.0,42.68,China,East Asia,coarse-flyway
147,100.0,59.27,China,East Asia,coarse-flyway
147,110.0,76.92,China,East Asia,coarse-flyway
147,120.0,93.51,China,East Asia,coarse-flyway
147,130.0,107.03,China,East Asia,coarse-flyway
147,140.0,115.86,China,East Asia,coarse-flyway
147,150.0,118.93,China,East Asia,coarse-flyway
147,160.0,115.86,China,East Asia,coarse-flyway
147,170.0,107.03,China,East Asia,coarse-flyway
147,0.0,93.51,China,East Asia,coarse-flyway
148,0.0,52.25,Finland,Europe (no direction data),radar
148,10.0,35.13,Finland,Europe (no direction data),radar
148,20.0,21.06,Finland,Europe (no direction data),radar
148,30.0,11.74,Finland,Europe (no direction data),radar
148,40.0,8.28,Finland,Europe (no direction data),radar
148,50.0,11.12,Finland,Europe (no direction data),radar
148,60.0,19.89,Finland,Europe (no direction data),radar
148,70.0,33.56,Finland,Europe (no direction data),radar
148,80.0,50.46,Finland,Europe (no direction data),radar
148,90.0,68.56,Finland,Europe (no direction data),radar
148,100.0,85.68,Finland,Europe (no direction data),radar
148,110.0,99.75,Finland,Europe (no direction data),radar
148,120.0,109.08,Finland,Europe (no direction data),radar
148,130.0,112.53,Finland,Europe (no direction data),radar
148,140.0,109.7,Finland,Europe (no direction data),radar
148,150.0,100.92,Finland,Europe (no direction data),radar
148,160.0,87.26,Finland,Europe (no direction data),radar
148,170.0,70.36,Finland,Europe (no direction data),radar
148,0.0,52.25,Finland,Europe (no direction data),radar
149,0.0,62.76,Sweden,Europe (no direction data),radar
149,10.0,45.21,Sweden,Europe (no direction data),radar
149,20.0,29.32,Sweden,Europe (no direction data),radar
149,30.0,17.0,Sweden,Europe (no direction data),radar
149,40.0,9.74,Sweden,Europe (no direction data),radar
149,50.0,8.42,Sweden,Europe (no direction data),radar
149,60.0,13.19,Sweden,Europe (no direction data),radar
149,70.0,23.48,Sweden,Europe (no direction data),radar
149,80.0,38.05,Sweden,Europe (no direction data),radar
149,90.0,55.14,Sweden,Europe (no direction data),radar
149,100.0,72.69,Sweden,Europe (no direction data),radar
149,110.0,88.58,Sweden,Europe (no direction data),radar
149,120.0,100.9,Sweden,Europe (no direction data),radar
149,130.0,108.15,Sweden,Europe (no direction data),radar
149,140.0,109.47,Sweden,Europe (no direction data),radar
149,150.0,104.7,Sweden,Europe (no direction data),radar
149,160.0,94.41,Sweden,Europe (no direction data),radar
149,170.0,79.84,Sweden,Europe (no direction data),radar
149,0.0,62.76,Sweden,Europe (no direction data),radar
150,0.0,43.64,United Kingdom,Europe (no direction data),radar
150,10.0,30.52,United Kingdom,Europe (no direction data),radar
150,20.0,19.0,United Kingdom,Europe (no direction data),radar
150,30.0,10.47,United Kingdom,Europe (no direction data),radar
150,40.0,5.95,United Kingdom,Europe (no direction data),radar
150,50.0,6.0,United Kingdom,Europe (no direction data),radar
150,60.0,10.6,United Kingdom,Europe (no direction data),radar
150,70.0,19.21,United Kingdom,Europe (no direction data),radar
150,80.0,30.77,United Kingdom,Europe (no direction data),radar
150,90.0,43.91,United Kingdom,Europe (no direction data),radar
150,100.0,57.03,United Kingdom,Europe (no direction data),radar
150,110.0,68.55,United Kingdom,Europe (no direction data),radar
150,120.0,77.08,United Kingdom,Europe (no direction data),radar
150,130.0,81.59,United Kingdom,Europe (no direction data),radar
150,140.0,81.55,United Kingdom,Europe (no direction data),radar
150,150.0,76.94,United Kingdom,Europe (no direction data),radar
150,160.0,68.34,United Kingdom,Europe (no direction data),radar
150,170.0,56.77,United Kingdom,Europe (no direction data),radar
150,0.0,43.64,United Kingdom,Europe (no direction data),radar
151,0.0,68.1,South Korea,East Asia,coarse-flyway
151,10.0,50.71,South Korea,East Asia,coarse-flyway
151,20.0,35.43,South Korea,East Asia,coarse-flyway
151,30.0,24.08,South Korea,East Asia,coarse-flyway
151,40.0,18.04,South Korea,East Asia,coarse-flyway
151,50.0,18.04,South Korea,East Asia,coarse-flyway
151,60.0,24.08,South Korea,East Asia,coarse-flyway
151,70.0,35.43,South Korea,East Asia,coarse-flyway
151,80.0,50.71,South Korea,East Asia,coarse-flyway
151,90.0,68.1,South Korea,East Asia,coarse-flyway
151,100.0,85.48,South Korea,East Asia,coarse-flyway
151,110.0,100.77,South Korea,East Asia,coarse-flyway
151,120.0,112.12,South Korea,East Asia,coarse-flyway
151,130.0,118.15,South Korea,East Asia,coarse-flyway
151,140.0,118.15,South Korea,East Asia,coarse-flyway
151,150.0,112.12,South Korea,East Asia,coarse-flyway
151,160.0,100.77,South Korea,East Asia,coarse-flyway
151,170.0,85.48,South Korea,East Asia,coarse-flyway
151,0.0,68.1,South Korea,East Asia,coarse-flyway
152,0.0,54.33,Denmark,Europe (no direction data),radar
152,10.0,41.02,Denmark,Europe (no direction data),radar
152,20.0,28.04,Denmark,Europe (no direction data),radar
152,30.0,16.95,Denmark,Europe (no direction data),radar
152,40.0,9.1,Denmark,Europe (no direction data),radar
152,50.0,5.44,Denmark,Europe (no direction data),radar
152,60.0,6.39,Denmark,Europe (no direction data),radar
152,70.0,11.86,Denmark,Europe (no direction data),radar
152,80.0,21.17,Denmark,Europe (no direction data),radar
152,90.0,33.22,Denmark,Europe (no direction data),radar
152,100.0,46.53,Denmark,Europe (no direction data),radar
152,110.0,59.51,Denmark,Europe (no direction data),radar
152,120.0,70.59,Denmark,Europe (no direction data),radar
152,130.0,78.44,Denmark,Europe (no direction data),radar
152,140.0,82.11,Denmark,Europe (no direction data),radar
152,150.0,81.15,Denmark,Europe (no direction data),radar
152,160.0,75.69,Denmark,Europe (no direction data),radar
152,170.0,66.37,Denmark,Europe (no direction data),radar
152,0.0,54.33,Denmark,Europe (no direction data),radar
153,0.0,55.88,Denmark,Europe (no direction data),radar
153,10.0,41.96,Denmark,Europe (no direction data),radar
153,20.0,28.51,Denmark,Europe (no direction data),radar
153,30.0,17.15,Denmark,Europe (no direction data),radar
153,40.0,9.24,Denmark,Europe (no direction data),radar
153,50.0,5.75,Denmark,Europe (no direction data),radar
153,60.0,7.08,Denmark,Europe (no direction data),radar
153,70.0,13.09,Denmark,Europe (no direction data),radar
153,80.0,23.05,Denmark,Europe (no direction data),radar
153,90.0,35.75,Denmark,Europe (no direction data),radar
153,100.0,49.67,Denmark,Europe (no direction data),radar
153,110.0,63.12,Denmark,Europe (no direction data),radar
153,120.0,74.49,Denmark,Europe (no direction data),radar
153,130.0,82.39,Denmark,Europe (no direction data),radar
153,140.0,85.89,Denmark,Europe (no direction data),radar
153,150.0,84.55,Denmark,Europe (no direction data),radar
153,160.0,78.54,Denmark,Europe (no direction data),radar
153,170.0,68.58,Denmark,Europe (no direction data),radar
153,0.0,55.88,Denmark,Europe (no direction data),radar
154,0.0,55.88,Denmark,Europe (no direction data),radar
154,10.0,41.96,Denmark,Europe (no direction data),radar
154,20.0,28.51,Denmark,Europe (no direction data),radar
154,30.0,17.15,Denmark,Europe (no direction data),radar
154,40.0,9.24,Denmark,Europe (no direction data),radar
154,50.0,5.75,Denmark,Europe (no direction data),radar
154,60.0,7.08,Denmark,Europe (no direction data),radar
154,70.0,13.09,Denmark,Europe (no direction data),radar
154,80.0,23.05,Denmark,Europe (no direction data),radar
154,90.0,35.75,Denmark,Europe (no direction data),radar
154,100.0,49.67,Denmark,Europe (no direction data),radar
154,110.0,63.12,Denmark,Europe (no direction data),radar
154,120.0,74.49,Denmark,Europe (no direction data),radar
154,130.0,82.39,Denmark,Europe (no direction data),radar
154,140.0,85.89,Denmark,Europe (no direction data),radar
154,150.0,84.55,Denmark,Europe (no direction data),radar
154,160.0,78.54,Denmark,Europe (no direction data),radar
154,170.0,68.58,Denmark,Europe (no direction data),radar
154,0.0,55.88,Denmark,Europe (no direction data),radar
155,0.0,36.58,Italy,Europe (no direction data),radar
155,10.0,24.36,Italy,Europe (no direction data),radar
155,20.0,14.48,Italy,Europe (no direction data),radar
155,30.0,8.14,Italy,Europe (no direction data),radar
155,40.0,6.09,Italy,Europe (no direction data),radar
155,50.0,8.59,Italy,Europe (no direction data),radar
155,60.0,15.33,Italy,Europe (no direction data),radar
155,70.0,25.5,Italy,Europe (no direction data),radar
155,80.0,37.88,Italy,Europe (no direction data),radar
155,90.0,50.97,Italy,Europe (no direction data),radar
155,100.0,63.19,Italy,Europe (no direction data),radar
155,110.0,73.07,Italy,Europe (no direction data),radar
155,120.0,79.41,Italy,Europe (no direction data),radar
155,130.0,81.46,Italy,Europe (no direction data),radar
155,140.0,78.96,Italy,Europe (no direction data),radar
155,150.0,72.22,Italy,Europe (no direction data),radar
155,160.0,62.05,Italy,Europe (no direction data),radar
155,170.0,49.67,Italy,Europe (no direction data),radar
155,0.0,36.58,Italy,Europe (no direction data),radar
156,0.0,68.1,United States of America,Americas,coarse-flyway
156,10.0,50.71,United States of America,Americas,coarse-flyway
156,20.0,35.43,United States of America,Americas,coarse-flyway
156,30.0,24.08,United States of America,Americas,coarse-flyway
156,40.0,18.04,United States of America,Americas,coarse-flyway
156,50.0,18.04,United States of America,Americas,coarse-flyway
156,60.0,24.08,United States of America,Americas,coarse-flyway
156,70.0,35.43,United States of America,Americas,coarse-flyway
156,80.0,50.71,United States of America,Americas,coarse-flyway
156,90.0,68.1,United States of America,Americas,coarse-flyway
